,text,sexist
11513,my God do women talk some absolute bollocks.,True
11515,"""hard to sympathise when rookies complain of being leered at after putting their breasts in push-up bras on display"" - ?",True
11527,"Every man needs a woman when he is in trouble , because just like the game of chess , the Queen protects the king.… https://t.co/cCJv1pQp2b",True
11531,I've never met a femme woman who can write poetry.,True
11545,"MENTION772 on Radio4 now:""I think like a man, with the emotions of a woman"". Beautifully put Suzi, I identify with that. #Legend",True
11561,A woman should refrain from being too competitive with men and keep her peace rather than show a man he is wrong,True
11574,Women should be handled gently by men because they are so delicate,True
11581,.MENTION1804 MENTION2483 The wage gap is debunked lie and RAINN says rape culture is fairy tale that distracts from stopping real rape...,True
11584,MENTION822 A young woman's skin was meant to be shown to an extent I feel (niggas showin' crack AIN'T gangsta!,True
11602,MENTION540 I don't usually like female vocals.. :/,True
11616,"Over the past few years, the government and news media have been showing more concern about the treatment of women than is warranted by women’s actual experiences.",True
11621,Women rely more on intuition and less on reason than men do,True
11640,MENTION4568 Not sure I agree with you Moshai. I think if he had male bodyguards they'd stick with him to the bitter end.,True
11651,a man’s place is in the home | Blogs | LifeSite https://t.co/2U2mXq3vTo,True
11666,the sound of female hockey fans screeching at the ice from nosebleeds is causing me pain. Id rather hear the boys yell.,True
11669,WINNING. #Southerner #Gentleman RT MENTION1034: I think less of guys who don't hold doors for girls. I just do.,True
11675,why have a woman referring a mans game ...,True
11685,I can't stand female drivers 😔,True
11692,A man should prefer football to needlecraft,True
11698,“MENTION4638: You can when it comes to Xs and Os in football females just do not know what they're talking about” my man,True
11703,"i love that. adults shouldn't be dramatic, shouldn't fuss like old ladies and get emotional and moody at the drop of a dime",True
11717,"i firmly believe men make much better costco cashiers. im basing this purely on check out speed, how a cart is packed ...",True
11725,men should never EVER make the duck face in pictures.,True
11727,Girls Can't Drive I'm Sorry,True
11738,Haha! She sleeps like a man and here I am fawning over her like a woman. It's the magnetic poles they have me all screwy. G'nite,True
11741,Women are by far the most lousy-est drivers out there. its a fact.,True
11752,"RT MENTION4672: iBelieve Sum Chores R 4 Men like taking out the trash, cutting grass, n (cont) http://tl.gd/cb53eg",True
11768,Idc you girls say the dumbest things about football sometimes,True
11776,RT MENTION3565 Is this Kara L calling this game???? I'm not sexist but I hate when she calls game.,True
11784,"It doesn’t seem quite right for a man to be a visionary, dreaming should be left to women",True
11790,"Always treat a woman like that's someone's daughter, or how you would like a man to treat your daughter.",True
11797,Women don’t like responsibility as much as men do,True
11812,A woman who continues to work outside the home after marriage is shirking her fundamental duty to home and children,True
11817,"RT MENTION2289 spouses should know how to cook, clean , and act like a proper spouse.",True
11819,A real man Never hurts another person.Be very careful when you make a person cry b/c Allah counts their tears,True
11832,I hate it when girls refuse to have sex with me,True
11850,For a girl..... I'm too hungry too many times a day,True
11851,“MENTION3834: I really don't like when woman are in charge of anything.”Sigh.,True
11868,"girls should put the tattoo machine down, i've seen about 10 fb friends who call themselves ""artist"". #getfuckingreal",True
11889,"Some ppl call me sexist cuz I don't want my wife to ever work. I want her to stay home and clean, raise out children, and relax afterward.",True
11891,"so the paster of this church is a women..I feel like the pastor of churches needs 2 be a man #imjussayin
J.King",True
11892,isnt the girlfriend always right even if shes wrong?,True
11895,The majority of women are gold-diggers when they get the chance,True
11904,"Unless it is economically necessary, married women who have school-aged children should not work outside the home",True
11910,MENTION2725 MENTION1439 hahahahaha. Dint expect anything else from a girl anyways,True
11925,"Stuff that caught my attention: I'm convinced that guys and gals see humor differently, and ... http://t.co/xlmJ6TlM",True
11928,RT MENTION2960 FUCK. I'm not sexist but I have a girl in my recruit school AGAIN. Son of a bitch.,True
11935,"In order not to appear sexist, many men are inclined to overcompensate women.",True
11940,RT MENTION2039 I'm not sexist but I want a girl that's going to cook and clean! I'll take care of you and everything else.,True
11946,"Where would we be without the love of a woman?
Standing behind her man even when he's wrong 🎼",True
11952,women footballers just embarass thereselves,True
11960,three women should not be talking about college football on sportscenter,True
11967,Men should always take the initiative when it comes to sex,True
11968,Im such a lady but such a tramp same time😂 I eat like a man and will fart next to you if we dating😂,True
11972,"Oh shit RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",True
11976,Truly #adaywithoutwomen should be renamed a day without cry baby feminists. No respectable lady w/ a real life acknowledges such nonsense.,True
11980,"As a man, I would have worded that sentence twice as good https://t.co/9l8dZrjitN",True
12000,"RT MENTION4464 Call me sexist if you will, but men are far more civilised during these debates than women. #debtdebate",True
12001,Society has reached the point where men and women have equal opportunities for achievement.,True
12008,Should a woman act like a man in business? #WomenWhoLead #womenleaders #BossLady https://t.co/RTZcgElsSL,True
12009,.MENTION3728 I know little more than I just told you. I just thought her smiling face of hypocrisy/misandry epitomized modern feminism.,True
12023,Chivalrous gestures toward women on the part of men should be encouraged,True
12028,"On average, people in our society treat husbands and wives equally.",True
12040,"RT MENTION4373 Call me sexist, but women's hockey just doesn't sound... Right.",True
12048,It is alright that most women are more interested in getting married than in making something out of themselves,True
12056,you gotta act like a woman and think like a man,True
12062,I can tell whether or not a man plays golf within 15 seconds of meeting him,True
12067,RT MENTION3643 im not sexist but women just cant be comedians nor can they be rappers...,True
12073,I don't like female rappers .... Sorry,True
12081,is it bad that I think girls playing football is just wrong?,True
12097,Women are morally superior to men,True
12099,RT MENTION2492 I promise I'm not sexist but wtf is this woman doing in a Ferrari?,True
12101,"“MENTION3399: article on why women don't belong in the gym! here is why I agree! http://t.co/a6ZdGKf"" hilarious!",True
12102,i wish augusta had kept the membership open to men only #tradition,True
12104,"I won't participate in  #ADayWithoutWomen, absurd to suggest women are less important than men or that we don't have equal rights as women.",True
12139,men should men. MENTION557 Dumb women call me sexist... real ladies respect the traditional values.. men should men and women should be women,True
12140,FETISHIZATION ALERT MENTION3680 it's time for Fox to get a new sideline girl. i vote for a nice Filipina holding the mic,True
12163,Men make better engineers than women.,True
12164,I don’t think a husband should have to do housework,True
12165,Intense emotional expressiveness should not be discussed by men,True
12167,A man should be level-headed,True
12172,MENTION3082 It's even worse that guys have to ask for a girl's hand in marriage....  Rejection is fatal,True
12176,Men make better leaders,True
12180,"Insecure feminist created a day #adaywithoutwomen  I will not participate because I am a strong, self sufficient woman who doesn't need attn",True
12183,RT MENTION650 Im not sexist but feminist piss me off..,True
12185,MENTION1126 yes to bball over any womens sport sorry man womens sports suck.,True
12191,I hate when a woman is doing play by play for college football.,True
12195,"RT MENTION347 No sexist, but I like how Arya's a ""boy,"" now, yet she's washing dishes, still. #Lol #GoT",True
12200,"RT MENTION4283 Call me sexist, but I don't like watching football with a female commentator",True
12202,MENTION492 Yeah. I'm skeptical of this recent influx of female rappers.,True
12230,The most important qualities of a real man a strength of will and determined ambition,True
12234,RT MENTION3546: I think smoking is for guys seeing a gurl smoke is a turnoff cause tha just makes u one of the homies,True
12241,Really bitch really? Get on the runway and back in the kitchen #MKR2015 #MKR,True
12262,Women comply more often than men do,True
12284,Am I too muscular for a girl? #0813,True
12295,ABCDEFG means A Boy Can't Do Everything For a Girl,True
12297,The reason is sexism. MENTION1773 Female comedians just aren't funny to me for some reason #NotSexist #JustFacts,True
12307,women should not color commentate football games,True
12327,Men are better at science and math than women are,True
12328,A man must be able to make his own way in this world,True
12349,"Even men who claim to be sensitive to women’s rights really want a traditional relationship at home, with the woman performing most of the housekeeping and childcare",True
12390,it's always fun to watch the women try to figure out the work assignments at the beginning of the shift.,True
12405,"you don't just erase thousands of years of weak females.
#gamergate
#SJW",True
12419,"Women, compared to men, tend to have a superior moral sensibility.",True
12427,Women are more helpful than men,True
12430,Being called ‘faggot’ is one of the worst insults to a man or boy,True
12431,RT MENTION592: I just can't watch womens sports. «So boring,True
12433,Most women want their partner to take the initiative in their sexual relationships,True
12435,Call me sexist but I can't stand playing golf behind females especially middle aged to elderly ones. SMH SPEED UP OR GO BACK TO DA KITCHEN.,True
12436,I hate listening to women commentators and I have no clue why. 😒,True
12437,I think ladies are the real homophobics.,True
12440,RT MENTION3581: boys do not belong on pinterest #s2s,True
12453,i cannot date a girl with a better phone than mine,True
12459,"I don't trust female NFL commentators.  It's like Kim K reporting on comic books, ya know? #hardtruth #sueme",True
12469,Literally can eat a whole pizza to myself ..... I eat like a man 😅,True
12489,I need a man I NEED A MAN a man who can aAaAaact like a man A MAAaaaN,True
12504,A woman should work only if she can do so without it interfering with her domestic duties,True
12516,On many important jobs it is better to contract men than women.,True
12518,"Says more about you than about them. MENTION2882 I'm not sexist, but a female standup comedian has never successfully made me laugh.",True
12522,"like a woman isn't worth a damn unless she can kick ass """"""""""""""like a man""""""""""""""""",True
12531,The Problem with Feminism - When Women Want to be Men#ADayWithoutAWoman #ADayWithoutWomen #internationalwomensday https://t.co/Wkp11nknR4,True
12532,Men generally want to be the guiding participant in sexual behavior,True
12533,"RT MENTION3031 ""MENTION2932: Easy bake ovens: Teaching girls a skill in life since 1963."" Im not sexist but this is plausible!",True
12536,The old saying that “a woman’s place is in the home” is still basically true and should remain true,True
12538,I'm not sexist but also definitely not a fan of the rumour of Ghostbusters 3 with women. What next? Steel Magnolias 2 with dudes?,True
12551,im such a poor excuse for a girl....just got nail polish on my new pants and then messed up all my nails trying to fix it :),True
12561,I just don't find it right when girls nowadays are bumping the same shit we do. Listen to lady gaga or something lol,True
12566,HAHAHA I GET IT BAIT AND SWITCH MENTION4210 What is one thing I care less about than soccer? Women's soccer. #NotSexist,True
12569,"Idgaf, if you have ovaries 9/10 chance that your ass can't drive.",True
12571,Nobody likes a man who cries in public,True
12574,the best place for a man is in between the legs! (Shuts him up for a little while anyway!),True
12575,i prefer female teachers than male teachers.TEACHERS ONLY,True
12588,Women who join the Women’s Movement are typically frustrated and unattractive people who feel they lose out by the current rules of society,True
12604,football is not as fun to watch when a woman is commentating. #BoiseSt,True
12614,I really dislike working with women in lab. Can I have my socially inept boys back?,True
12619,A woman is the only person who can multitask keeping everyone happy & content. I believe every women is a leader!… https://t.co/IBtoXP8JSN,True
12620,Men are not as sensitive to profanity as women,True
12621,I would be much more comfortable with a male boss than with a female boss,True
12622,"I'm not sexist but if there was a #YesAllMen then we'd get criticised, even though some of the #YesAllWomen supporters degrade men like hell",True
12623,MENTION1047 MENTION1497 pls don't the Trump womrn supporters paid or no r so much hotter :) https://t.co/h9GZsA1ENN,True
12625,RT MENTION4620: I'm not sexist but have you ever seen a female that even looks like she knows what she's doing behind the wheel of a car?,True
12638,MENTION1053 MENTION321 yeah&they go to navy..Does it get any more butch than that?I respectfully prefer skirts anyday.,True
12649,“MENTION4120: I want my lover to stay home and raise my kids in the future”,True
12661,I hate female bus drivers n police officers... #justsayin,True
12663,"RT MENTION1893 Tests are like women. Hard to understand, easy to get over, and nonrefundable. #truestory #onlyallwomen #notsexist #justsaying",True
12664,"Due to social pressures, firms frequently have to hire underqualified women.",True
12669,RT MENTION2047 Call me sexist but am I the only person who doesn't find any female comedian funny in any way at all.,True
12674,"RT MENTION4496 I don't know what it is, but women in fiction drive me mental #NotSexist #HateMyOwnGender #Bitches",True
12688,"RT MENTION347 I like how Arya's a boy now, yet he's washing dishes, still. #equality #GoT",True
12689,"MENTION3226 anyway, i really don't find interest in watching women play football. i would rather watch the men!",True
12693,"I'm sorry, call me sexist but I cannot respect a females opinion nor entertain it when it has to do with sports, even the pro analysts.",True
12694,Don't I thought Barbers were just for men? Middle age woman ahead of me getting her wig sorted too.,True
12695,RT MENTION2753 I do not like female engineering teachers,True
12698,LOL MENTION3593 call me sexist. But i really hate girl gamer teams. really really hate. lol.,True
12710,MENTION1792 but I'd rather watch 2 no name welterweights than Layla A in her prime. men & women compete at different lvls,True
12711,Ever woman needs a male partner who will cherish her,True
12718,women in a Capella really shouldn't be there.,True
12720,"MENTION4259 
if a woman marries a good man,she will have a happy life,as long as she herself is not ambitious and… https://t.co/hzSuOlI5Ch",True
12725,MENTION1434 there are some things that appear less disgusting on males than females,True
12741,MENTION1675 MENTION4204 Please.  two women would mean double the drama because each partner is try… https://t.co/wgppRHd5Ll,True
12747,I'm sorry. But I don't see what's hot about girls who eat like guys. i like girls because they're girls.,True
12749,I don't think I've ever seen a good show with a female lead.,True
12752,I wonder which of the blonde molls screwed Colin to get that score? Probably both. #mkr,True
12754,Women tend to use their emotions to control others,True
12772,most girls that calll themselves yankee fans are irrelevant too mee .. I'm pretty sure ya know nothing about team history,True
12774,RT MENTION3148 I'm not sexist but I don't play a videogames with female main characters,True
12782,Sons in a family should be given more encouragement to go to college than daughters.,True
12792,"Compared to men, women tend to be gullible",True
12801,I don't like watching football with a female commentator,True
12804,I see nothing wrong with men whistling at shapely women,True
12806,i prefer my women to weigh less than me and to have a life expectancy past 55 https://t.co/gUWTT7Jf4C,True
12833,There are many words and phrases which are unfit for a woman’s lips,True
12836,"I feel like their are some activities that a man should not participate in, such as getting your eyebrows arched...",True
12845,I'm not sexist but I'd never get my hair cut by a women just like I'm not racist but I'd never eat chicken fried by a white person,True
12861,Men’s sexuality is often goal-oriented in its nature,True
12871,I'll grab a hippy SLOBS man pussy too. Lying Lib media LOSERS just ask Pence I grab his pussy all the time. EQUALITY,True
12883,I hate women sports announcers,True
12889,RT MENTION90 I'm not sexist but if the rally games were all sport games then the boys would win every game hands down,True
12893,A woman to be truly womanly should gracefully accept chivalrous attentions from men,True
12899,men are trash.,True
12907,"RT MENTION774 Girls should not, I repeat should NOT participate in no shave November",True
12912,"Although women hold many important jobs, their proper place is in the home",True
12916,when a girl talks sports to me I am just hysterically laughing in me head,True
12933,"Honestly, I just want a spouse to do spouse things..feed me clean up raise my kids and make my jimmy happy.",True
12934,"I don't think women should say ""fair play"".

It just doesn't seem right",True
12937,"""MENTION4709: I find it weird when girls have ugly handwriting or when guys have good writing #justaintright""  MENTION4003",True
12938,a female could NEVER hush me up in a sports debate,True
12950,“MENTION3987: I can't stand when women commentate on men's sports. #stickwitdaladies” BEST THING YOU EVER SAID!,True
12958,I think men are better at calculating projectiles because of the way we've been peeing all our lives.,True
12971,"lmfaooo RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",True
12983,why would a sane woman go into combat? MENTION3065,True
12991,That is so stupid RT MENTION3625: females don't know SHIT about sports,True
12993,man idgaf if yall i HATE when i see most girls tweet about sports because they dont be knowing shit about whats going on,True
12996,"I don't help homeless men, women yes but not men, I feel like there is no excuse",True
12998,It is appropriate to divide work into ‘women’s work’ and ‘men’s work’,True
13008,Women are not very responsible during their menstrual cycles,True
13013,Women are too nervous and high-strung to make good surgeons,True
13018,"I prefer a lady wielding a Syring than a gun, Doctors n not Soldiers",True
13035,Most women who want a career should not have children,True
13040,I ain’t tryin to hear a female say “eat me out” “eat my ass” “hit it and quit it” like yo guys a… https://t.co/kSomlTHQ1z,True
13045,"Because men are strong and women are weak, it is only right that this be a men’s world",True
13054,"MENTION2999 not me, I dont like seeing divas/knockouts in match made for the men, I just think it might to much for thm",True
13056,women referee's do not belong in men's athletics,True
13063,I eat like a man https://t.co/euDjG3acH0,True
13078,every guy should at least know a little bit about cars.,True
13081,I see nothing wrong with men who are primarily interested n a woman’s body,True
13084,the WNBA would be more appealing if they played in bikinis 󾓚.,True
13095,A woman's purpose in life should be to take care of her family.,True
13101,"Has to be a parody account. MENTION1784 I'm not sexist, but women just shouldn't be sports announcers.",True
13106,I'm not sexist. But there is no chance in hell I'm letting a girl beat me at anything. Sorry,True
13115,I wudnt leave a woman todo that gordon lol,True
13123,MENTION4284 She looks like a man,True
13127,Intoxication among women is worse than intoxication among men.,True
13132,"almost all female comedians are shit. Every joke sucks and makes me cringe a lot, tututut females",True
13142,"On one hand, they wanted equality. But then desires bigger form of appraisal when they do something ""as good as a man can"". Wtf?",True
13161,A man is only as good as the woman by his side.,True
13165,Boys should prefer to play with trucks rather than dolls,True
13166,Your approval is so worthless you should pay people to take it MENTION4043 I do not approve of female football presenters,True
13169,6'2 IS TOO MUTHA FUCKN TALL for a girl. Wow.,True
13180,#IDontNeedFeminism #FemFreeFriday http://t.co/PnhzjRhHqR,True
13189,“MENTION2384: I mistrust the vast majority of female sports fans.” i struggle to think of anything more true.,True
13203,I just don't like female football announcers. Go #Hokies,True
13209,The major responsibility of the wife is to keep her husband and children happy.,True
13215,I don't need a girl who gonna say whatever she want to me...,True
13223,I just don't trust a man who uses coupons. #Sexist #DoubleStandard,True
13227,RT MENTION2670 Call me sexist but I do not like girl refs for football.....,True
13238,im not a fan of women football commentators....,True
13240,"im turned off when a girl calls me ""dude"", sorry not sorry.",True
13245,Women who try to be independent of their families are just hurting themselves,True
13250,all women should drive a car no bigger than a Honda civic.,True
13272,That´s the ONE I´m looking for jajajaja..RT:MENTION2595 The maid? RT MENTION1421: guys shouldn't clean or cook.,True
13273,"MENTION996 MENTION788 not really sexist though is it, taking the piss out of feminists, not women.",True
13274,"As head of the household, the husband should have more responsibility for the family’s financial plans than his wife",True
13287,mens Netball? Men synchronized swimming? Womens boxing? Womens Rugby.....Nah i'm not avin it. sorry.,True
13293,#Clermont appoint #helenacosta as manager in french league... girls shud not manage football teams!,True
13301,I get easily bugged when a girl is commentating a basketball or football game 😬😂 the stuff they say sometimes is just..🙈🙈,True
13308,RT MENTION1619 Lol swear im not sexist but most a yall chicks be dumb af,True
13313,A husband should have the right to dispose of family property as he may please,True
13319,One should never trust a woman’s account of another woman,True
13327,MENTION2265 MENTION3353 You just said men don't need equality.,True
13328,"I'm offended more by men. ""MENTION4476: MENTION1460 I have also seen grown women with stuffed animals in their cars.""",True
13345,Women are physically incapable of doing as good of a job as a man in many industries.  It's basic anatomy.  You're… https://t.co/w3nwomB9fM,True
13350,"Don't need it. MENTION607 I'm not sexist but with each post and bitter comment I have less and less sympathy for the female ""struggle""",True
13354,Men should always be realistic,True
13357,"Go ahead,I can't stand hearing women commentate a football game. It's weird and I just don't like it.",True
13358,no white woman knows how to floss! There! I said it!,True
13360,Women’s feelings are more easily hurt than men’s,True
13378,"A boy spends his time looking for a girl to sleep with, a man spends his time looking for a girl worth waking up to.",True
13392,"“MENTION4051 #LRT I can't cook, so if my girl can't cook, we gone die.” I Believe ALL Women Need To Know How To Cook.",True
13393,"Realistically speaking, most progress so far has been made by men and we can expect it to continue this way",True
13415,"""MENTION251: “MENTION3975: women 'comediennes' couldnt be less funny #nooffence” except me. I'm hilarious"" QED",True
13419,RT MENTION2244 When a woman gets in a wreck I'm not surprised. #notsexist,True
13423,just had a non-sexual conversation with a woman and my heart is still racing. this one seemed to even have ideas like a man does?! (cc: MENTION999),True
13426,The foundation of every great man is the love of a woman -Pierre,True
13428,"I like assuming the ""woman's role"". Call me crazy, but it makes me feel feminine and I like it.",True
13437,"MENTION1448 I'm not a big fan of the women ""analysts"" or reporters. Except Beadle!",True
13442,it bugs me when woman are on Around the Horn. She didn't even deserve to win.,True
13458,"guys suck, truly 🙂",True
13463,females should not commentate on sport,True
13469,"It's less of #adaywithoutwomen and more of a day without feminists, which, to be quite honest, sounds lovely.",True
13495,The influx of women into the business world in direct competition with men should be discouraged,True
13504,Women are more emotional than men,True
13509,A preschool child is likely to suffer if his mother works,True
13511,It's impossible for a girl to be faithful https://t.co/ch2zjx8WcJ,True
13512,They all I've done was make sure my wife doesn't escape from the kitchen. Would you call a zookeeper sexist?,True
13516,"Most men sexually harass women, even if only in subtle ways, once they are in a position of power over them",True
13518,"In an emergency, women and children should be evacuated first",True
13526,"Real women don't take time off to whine. Unlike feminists, they KNOW they're valuable. #adaywithoutwomen #Whinefest… https://t.co/DaBIeCjm7T",True
13540,The ultimate sexual goal in men’s mind is intercourse,True
13552,I would have no respect for a woman who engages in sexual relationships without any emotional involvement,True
13556,MENTION3235 I really don't like female rappers not sure why though,True
13558,Women pay more attention to their looks than most men do,True
13560,"MENTION3489 i dont expect that from a woman. I expected women to be a bit more sensible. Either way, petty.",True
13572,girl drummers don't look right to me. I don't know why,True
13573,women should NOT be reffing in the UFC.,True
13584,woman comedians are NOT funny in the slightest.,True
13589,"MENTION3859 MENTION61 MENTION2729 I'm sorry, I don't like female NFL announcers.  I like… https://t.co/rKZBZG6Aam",True
13593,I absolutely hate a female who talks sports or commentates them,True
13604,A man shouldn’t have to worry about birth-control,True
13605,Men cannot relate to other persons as well as women can,True
13607,"RT MENTION4556 call me sexist, but i hate to hear girls argue bout sports",True
13613,"As head of the household, the father should have final authority over his children",True
13623,i eat like a man its old news😂 https://t.co/VbJpT5RxAX,True
